,0,1
0,-0.00527800709167,-0.0218870334866
1,-0.0049096834927,-0.0248472142287
2,-0.00473828540405,-0.0250513250279
3,-0.00338566177599,-0.0239435290131
4,-0.00271767414659,-0.0232385495936
5,0.000289307716136,-0.0183798661168
6,0.00161299899906,-0.0157814196375
7,0.000696556372968,-0.016973692455
8,-4.0807845061e-06,-0.0186492964333
9,-0.000402473209801,-0.0199173582411
10,-0.00150096085089,-0.0239389090268
11,-0.002869634555,-0.0260240615207
12,-0.00380954317273,-0.0265297261705
13,-0.00516403945065,-0.028586794803
14,-0.00651387882818,-0.0292719672904
15,-0.00720666579938,-0.0317392240376
16,-0.00934512665537,-0.0309766202695
17,-0.0104848437679,-0.0360632831749
18,-0.0127095754376,-0.0337787469329
19,-0.0125598076895,-0.0349346203076
20,-0.0131936481256,-0.0297673275778
21,-0.0121909700258,-0.0281197220592
22,-0.0101320125742,-0.0254277682634
23,-0.00637381559904,-0.0254334165295
24,-0.000999272075818,-0.0171732827411
25,0.00274222841436,-0.0122162065496
26,0.00559455678844,-0.0102366372363
27,0.00984082125195,-0.005949236975
28,0.00962267115015,-0.00428615087213
29,0.00904505220855,-0.00780661567064
30,0.00909479380969,-0.00844965915621
31,0.0059947176878,-0.00954394662708
32,-0.000376080159396,-0.0226434632059
33,-0.00128958649158,-0.0216683802468
34,-7.74025398377e-05,-0.0228776538862
35,-0.0027367665015,-0.0252114166884
36,-0.0027564749473,-0.0274923402412
37,-0.00677285796724,-0.0310301389922
38,-0.0067552670211,-0.0292596396266
39,-0.00497363869876,-0.0286695151797
40,-0.00494939315674,-0.0275711944537
41,-0.00147398607291,-0.0234022163575
42,-0.000574036166276,-0.0201628065349
43,8.25528997621e-05,-0.0193010180016
44,0.000882208063241,-0.0208073871655
45,0.00101013198441,-0.0179315543874
46,0.00142597008424,-0.0173049334119
47,0.000121078086814,-0.0192592620525
48,5.50150422972e-05,-0.0235502032808
49,0.000135261663758,-0.0229638302243
50,-0.000553946204611,-0.0205181590537
51,0.00428508041247,-0.0137354266301
52,0.00326192070413,-0.0168837473913
53,0.00180795952267,-0.0185205158016
54,0.00463269375171,-0.0140973081991
55,0.00611482392635,-0.0111340595454
56,0.00860563350953,-0.00529958761886
57,0.010318531688,-0.00723217031058
58,0.0102001836555,-0.00552355445114
59,0.0111059773744,-0.00539368208387
60,0.00573699736086,-0.0116365896015
61,0.00377384738831,-0.0124916384998
62,0.000234565531182,-0.019246845045
63,0.00501311358427,-0.0129018630398
64,0.00823919987146,-0.00575402974455
65,0.00683074340119,-0.00902476156593
66,0.00299636741909,-0.0121796027604
67,-0.00561882123525,-0.0197230002032
68,-0.00744961270583,-0.0278678837215
69,-0.00751380982935,-0.0269385284853
70,-0.00329976499861,-0.0201417956407
71,0.00894001898353,-0.00820222432763
72,0.0103987799363,-0.005284877118
73,0.0127983197072,-0.0031999414832
74,0.0148400838235,-0.00197476431577
75,0.0186409349193,0.0013556527271
76,0.0187366905803,0.00475654539506
77,0.0159136166584,-2.96312453289e-05
78,0.015871000973,0.000406373965089
79,0.0138052482007,-0.00238438795551
80,0.0139902011232,0.000219304114972
81,0.0144188814792,-0.00206045734766
82,0.012280893205,-0.00206413292346
83,0.0133741330566,-0.00247749564094
84,0.0149297130219,-0.000671019228169
85,0.0173394853128,0.00103844329786
86,0.0177021481847,0.00455078011647
87,0.017550352291,0.00185202875949
88,0.0184549126411,0.00255698210608
89,0.00850471906826,-0.00148995249666
90,0.0184343834487,0.00526348031434
91,0.0180249313041,0.00275459491767
92,0.0209950390358,0.00674683938326
93,0.0197354836599,0.00613032027622
94,0.014127879325,0.0029282149591
95,0.0225077279897,0.00635475512033
96,0.0111063782,0.00160651595381
97,0.0133987664831,-0.000793239432015
98,0.00807536246257,-0.00566131908187
99,0.00521611673969,-0.00997396220451
100,0.00349027502557,-0.0104367762354
101,0.0011636632262,-0.0105981261583
102,0.00139467712323,-0.00946487200457
103,0.00265805202684,-0.0076331885764
104,0.00392146623877,-0.00562852617247
105,0.0059059580402,0.00215156377762
106,0.00665490105728,0.00500399003304
107,0.00751085677776,0.0073380502624
108,0.00867879075301,0.0101943865122
109,0.0100338016507,0.00658767830673
110,0.00703595916982,-0.00138786613089
111,0.00589883137058,-0.003843914421
112,0.0054313592778,-0.00619105236733
113,0.00559915803621,-0.00563940734347
114,0.00657675754513,-0.00630395578638
115,0.00756091504742,-0.00562661785618
116,0.011627576511,-0.00120093743981
117,0.0123535044398,0.000169586172996
118,0.0124919098961,-0.00160048132504
119,0.0101932844671,-0.00535641149476
120,0.00789667195528,-0.00697492020888
121,0.00799336853417,-0.00761310317384
122,0.00821231602439,-0.00612873064216
123,0.00883451495441,-0.0046910781517
124,0.010074124446,-0.00256958240458
125,0.0110796312999,-0.00266084859405
126,0.0109870685588,0.00209597387818
127,0.00911100164483,0.00142018423165
128,0.00870608565376,0.000857871553711
129,0.0101368981106,0.00352254320307
130,0.0129544797315,0.00162276061589
131,0.0153942892871,0.00479413405664
132,0.0175471202288,0.00545514634594
133,0.019592510287,0.00461527832822
134,0.0158422290771,0.0046943726438
135,0.0191741666519,0.00410958563095
136,0.0205146998494,0.00673354836161
137,0.0158091833685,0.00613014900666
138,0.0197790276162,0.00357354216638
139,0.0176447929372,0.00371150132476
140,0.0175884229842,0.00528514592659
141,0.0171995445937,0.00464095404673
142,0.014577677691,0.00380225367255
143,0.0185646877606,0.00375468679317
144,0.0141613626982,0.00315419775855
145,0.0164565893003,0.00492228646639
146,0.0186353145795,0.00524427465508
147,0.0187528412929,0.00608402572174
148,0.0204217179428,0.00465339162482
149,0.0175871419844,0.00565953133794
150,0.0229144456474,0.00774993419091
151,0.0195764279289,0.00762900661119
152,0.0202511320581,0.0058390355028
153,0.0176336739481,0.00443149338785
154,0.0012098394086,-0.00107266604546
155,0.0136925655063,0.00363565706135
156,0.0154934012676,0.004677844383
157,0.0169688218877,0.00524728028341
158,0.0187535775484,0.00370252511583
159,0.0201644535661,0.004910960694
160,0.0181256415529,0.00425251984029
161,0.0158657929308,0.00100923208432
162,0.0156420546192,0.00333885392576
163,0.0144488321011,0.000948728837299
164,0.0155190741077,0.00273094908184
165,0.017419212119,0.00360237491698
166,0.0158480281262,0.00165320862319
167,0.0154069517389,0.00183275166258
168,0.0179415143444,0.00436421538605
169,0.0146924744843,0.00218144567416
